backers_count,final_status,amount,time_period,creation_till_launch,marker
16,0,28000.0,30,0,0
1,0,25000.0,30,5,0
1,0,10500.0,30,2,0
0,0,25.0,30,1,0
0,0,50.0,30,0,0
0,0,1125.0,30,0,0
8,0,15000.0,60,3,0
1,0,3990.0,29,0,0
4,0,41.25,30,3,0
4,0,10000.0,30,27,0
2,0,1125.0,30,1,0
3,0,50.0,30,3,0
8,1,10.0,16,14,0
2,0,4655.0,30,1,0
3,0,200.0,30,9,0
1,0,80000.0,30,0,0
46,0,10000.0,30,11,0
18,0,3500.0,30,3,0
3,0,5000.0,30,21,0
2,0,100.0,30,1,0
2,0,4500.0,30,0,0
2,0,1200.0,14,4,0
8,0,465.5,21,1,0
86,1,9665.0,22,9,0
18,1,1150.0,30,23,0
117,0,8000.0,31,9,0
272,1,1000.0,30,19,0
0,0,11250.0,30,1,0
3,0,8500.0,22,3,0
158,1,2000.0,30,20,0
2,0,3990.0,30,1,0
3,0,1800.0,30,2,0
30,1,1000.0,30,69,0
55,1,4000.0,30,24,0
6,1,152.0,20,1,0
76,1,8000.0,30,6,0
1,0,150.0,20,11,0
1,0,76000.0,30,1,0
2,0,3500.0,30,1,0
13,1,50.0,30,2,0
269,1,10000.0,31,54,0
1,0,38000.0,31,0,0
55,1,2800.0,21,14,0
6,1,300.0,21,2,0
3,0,40000.0,30,2,0
5,0,2300.0,30,1,0
0,0,26.6,30,0,0
4,0,6000.0,30,1,0
11,0,35.0,30,0,0
72,0,5333.0,30,20,0
14,0,3750.0,30,1,0
1,0,3750.0,30,5,0
2,0,2500.0,30,1,0
1208,1,100000.0,30,11,0
22,0,5000.0,30,16,0
4,0,5000.0,30,1,0
3,0,7500.0,30,1,0
4,0,12000.0,21,7,0
3,0,225000.0,60,25,0
62,0,7000.0,34,8,0
247,0,12000.0,31,5,0
0,0,76.0,30,1,0
7,0,7500.0,30,1,0
0,0,1900.0,30,0,0
6,1,3.8,30,1,0
2,0,25.0,30,2,0
0,0,10000.0,30,1,0
56,0,12000.0,30,23,0
0,0,5.0,30,1,0
56,0,2000.0,30,24,0
164,0,15000.0,30,0,0
0,0,570.0,21,10,0
1,0,133.0,30,0,0
42,0,15000.0,31,29,0
26,0,50000.0,30,2,0
1,0,700.0,30,0,0
2,0,760000.0,30,2,0
12,0,2052.0,30,9,0
33,1,760.0,30,6,0
9,1,600.0,12,0,0
0,0,4000.0,30,1,0
1,0,100.0,30,2,0
1,0,10000.0,30,1,0
4074,1,10000.0,31,92,0
15,0,2500.0,14,2,0
2,0,1330.0,30,1,0
11,0,14000.0,30,43,0
0,0,199.5,30,1,0
3,0,38.0,30,0,0
12,0,1500.0,22,14,0
49,1,250.0,24,7,0
320,1,10.0,30,1,0
3,0,7500.0,30,1,0
2,1,10.0,30,0,0
5,0,500.0,30,1,0
0,0,600.0,30,18,0
5,0,12000.0,30,0,0
14,0,6450.5,30,8,0
41,0,45600.0,31,10,0
15,1,3000.0,33,38,0
40,0,100000.0,35,10,0
0,0,6.84,30,0,0
0,0,1000.0,30,1,0
0,0,37.5,6,0,0
0,0,665.0,30,1,0
1,0,41250.0,30,1,0
149,1,7980.0,30,63,0
3,0,15000.0,30,4,0
9,1,10.0,30,0,0
0,0,375.0,30,0,0
2,0,5586.0,30,1,0
0,0,10000.0,31,29,0
50,0,50000.0,30,21,0
102,1,6000.0,30,30,0
0,0,1500.0,40,0,0
105,0,60000.0,31,13,0
0,0,11305.0,30,0,0
102,0,10000.0,21,29,0
15,0,9800.0,30,6,0
1,0,38.0,30,1,0
2,0,25.0,30,1,0
108,0,100000.0,30,77,0
0,0,55000.0,30,1,0
12,1,7.0,30,1,0
9,0,2500.0,30,30,0
0,0,3990.0,30,1,0
128,1,15000.0,30,33,0
1,0,1800.0,31,12,0
2,0,1000.0,30,0,0
3,0,500.0,30,1,0
2,0,20000.0,30,10,0
0,0,2740.0,30,0,0
99,1,1900.0,30,30,0
3,0,1000.0,30,1,0
125,0,11737.0,33,18,0
1,0,500.0,30,1,0
0,0,500.0,42,5,0
305,1,5625.0,32,43,0
0,0,11250.0,30,1,0
4,0,150000.0,30,39,0
0,0,760.0,30,1,0
22,0,12050.0,30,50,0
0,0,1000.0,30,44,0
71,0,7600.0,30,13,0
0,0,5000.0,30,1,0
15,0,10640.0,29,68,0
1,0,10.0,30,1,0
0,0,30.0,30,1,0
0,0,500.0,30,1,0
1623,1,15000.0,30,18,0
3,0,10000.0,30,1,0
4,0,10000.0,30,1,0
660,1,7500.0,30,20,0
1,0,57.99999999999999,30,0,0
647,1,40000.0,30,47,0
25,0,3500.0,30,9,0
669,1,14499.999999999998,30,34,0
0,0,70000.0,30,0,0
0,0,10000.0,30,1,0
0,0,3050.0,30,0,0
0,0,30000.0,30,1,0
1,0,26.6,30,2,0
0,0,10000.0,30,1,0
0,0,117.8,30,1,0
1,0,5000.0,30,2,0
1,0,20000.0,30,1,0
1,0,50.0,30,2,0
1,0,1500.0,30,1,0
22,1,380.0,30,5,0
31,0,5000.0,30,1,0
2,0,1000.0,30,2,0
5,0,152.0,30,0,0
0,0,608.0,30,4,0
2,1,16.0,30,1,0
0,0,997.5,30,1,0
3,0,665.0,30,1,0
0,0,10.0,30,73,0
0,0,7526.0,30,1,0
369,0,30000.0,30,15,0
1,0,1330.0,30,3,0
0,0,10000.0,30,2,0
1,0,1500.0,30,1,0
55,1,2660.0,14,1,0
23,0,1800.0,15,0,0
0,0,997.5,30,1,0
0,0,189.0,30,1,0
11,0,9999.0,30,1,0
1,0,25000.0,30,41,0
0,0,1995.0,30,1,0
0,0,500.0,30,1,0
71,0,2660.0,15,18,0
83,1,5000.0,30,85,0
0,0,1000.0,30,0,0
0,0,2280.0,30,1,0
0,0,19.950000000000003,30,1,0
4,0,5000.0,30,1,0
7,0,500.0,30,1,0
3,0,179550.0,30,70,0
45,0,5500.0,30,50,0
0,0,1500.0,28,2,0
13,0,200.0,27,1,0
41,1,3000.0,30,28,0
0,0,1500.0,16,3,0
1,0,2280.0,30,1,0
0,0,1000.0,30,1,0
0,0,2000.0,30,1,0
34,1,1000.0,30,11,0
2,0,760.0,30,1,0
40,1,500.0,30,1,0
3,0,1140.0,30,0,0
0,0,40000.0,30,0,0
3,0,150.0,29,2,0
0,0,5000.0,30,1,0
8,0,25000.0,30,15,0
0,0,200.0,7,4,0
2,0,2500.0,30,0,0
1,0,50.0,30,1,0
0,0,7500.0,30,2,0
0,0,45000.0,30,1,0
0,0,5800.0,30,0,0
9,0,2400.0,60,8,0
2,0,50.0,30,0,0
0,0,500.0,30,1,0
17,1,5.0,30,0,0
0,0,1500.0,30,1,0
0,0,12000.0,30,0,0
0,0,133.0,25,7,0
43,0,15000.0,30,10,0
1,0,500.0,30,1,0
2,0,26600.0,30,1,0
0,0,9975.0,30,2,0
6,0,7000.0,30,50,0
500,1,15000.0,30,30,0
14,0,3500.0,30,8,0
0,0,12000.0,30,16,0
7,0,500.0,30,0,0
5,0,2500.0,30,7,0
2,0,5000.0,30,0,0
0,0,7000.0,31,0,0
1,0,3500.0,23,7,0
1,0,15000.0,30,1,0
12,0,2000.0,30,2,0
0,0,10.0,30,0,0
3,0,1000.0,30,3,0
5,0,500.0,30,3,0
0,0,25.0,30,1,0
67,1,2500.0,24,7,0
1,0,5000.0,30,0,0
3,0,6080.0,30,0,0
0,0,3000.0,30,1,0
0,0,152.0,30,1,0
1,0,2000.0,30,13,0
1,0,8000.0,10,8,0
17,0,3325.0,30,34,0
0,0,2500.0,30,1,0
6,0,100.0,30,1,0
0,0,350.0,30,13,0
57,0,3000.0,36,14,0
2,0,15.2,30,0,0
0,0,250.0,30,1,0
0,0,150000.0,30,8,0
0,0,6500.0,30,1,0
2,0,12000.0,30,30,0
0,0,3000.0,28,2,0
1,0,5000.0,30,0,0
82,0,8500.0,30,6,0
48,1,1100.0,30,7,0
2,0,20000.0,30,1,0
0,0,1500.0,30,2,0
0,0,25.0,30,1,0
89,1,2500.0,30,1,0
30,1,1500.0,30,50,0
0,0,3325.0,30,9,0
39,1,3990.0,30,24,0
3,1,7.0,30,0,0
0,0,22.8,30,0,0
4,1,10.0,30,1,0
0,0,7.6,30,0,0
0,0,3500.0,29,1,0
3,0,5000.0,30,1,0
29,1,2000.0,14,15,0
0,0,760.0,30,10,0
159,1,6650.0,40,89,0
2,0,3000.0,30,0,0
248,1,40000.0,30,21,0
1,0,1000.0,30,2,0
94,1,4000.0,30,6,0
22,0,3500.0,47,0,0
24,1,100.0,60,0,0
0,0,300.0,15,0,0
3,0,28888.0,30,0,0
9,1,133.0,30,0,0
4,0,10000.0,30,1,0
2,0,25.0,30,1,0
0,0,2000.0,10,0,0
110,1,3990.0,30,45,0
0,0,2500.0,30,34,0
0,0,25000.0,24,6,0
7,0,700.0,30,0,0
0,0,7500.0,30,2,0
5,1,50.0,30,1,0
7,0,10000.0,30,1,0
1,0,68000.0,30,1,0
2,0,450.0,30,1,0
2,0,133.0,30,24,0
3,0,2500.0,28,2,0
5,0,73000000.0,30,0,0
18,0,4700.0,30,34,0
30,0,15000.0,30,1,0
1,0,1500.0,30,1,0
1,0,30000.0,30,1,0
1,0,100.0,30,2,0
21,0,10000.0,30,6,0
0,0,50000.0,30,0,0
0,0,25.0,30,0,0
0,0,5000.0,30,0,0
0,0,5000.0,30,1,0
22,0,3000.0,45,67,0
16,0,15000.0,30,35,0
148,1,725.0,30,17,0
2284,0,500000.0,35,66,0
0,0,5000.0,30,0,0
4,0,2000.0,30,0,0
0,0,50.0,30,0,0
3,0,50000.0,30,2,0
0,0,5000.0,30,1,0
1,0,100.0,30,0,0
1,0,3000.0,30,1,0
7,0,5000.0,30,31,0
8,1,25.0,25,6,0
9,0,55420.0,42,26,0
2,0,3800.0,30,1,0
94,1,3325.0,60,62,0
116,0,25000.0,45,23,0
1,0,3.75,30,1,0
0,0,300.0,30,0,0
382,0,13300.0,30,28,0
46,0,3500.0,25,18,0
0,0,4000.0,30,1,0
37,0,2000.0,30,13,0
0,0,1596.0,30,0,0
12,1,225.0,30,2,0
35,1,1064.0,30,1,0
0,0,39.900000000000006,30,1,0
0,0,20000.0,30,0,0
1,0,16500.0,24,1,0
0,0,700.0,30,0,0
0,0,5500.0,30,7,0
0,0,815.0,35,9,0
0,0,50.0,30,0,0
0,0,4000.0,25,5,0
1,0,63500.0,30,25,0
27,1,399.0,19,8,0
0,0,13.3,30,0,0
6,1,20.0,30,1,0
2,0,50000.0,30,0,0
1,0,3000.0,30,2,0
0,0,175000.0,30,1,0
4,0,2000.0,30,1,0
2,0,1000.0,30,14,0
0,0,11637.5,30,0,0
1,0,3000.0,30,2,0
2,0,750.0,30,1,0
0,0,5000.0,17,13,0
391,1,10000.0,30,3,0
0,0,1.52,30,0,0
0,0,3500.0,30,1,0
54,0,12000.0,30,3,0
0,0,3325.0,30,1,0
0,0,1500.0,30,1,0
1,0,600.0,15,6,0
1,0,2500.0,19,11,0
5,0,2500.0,25,14,0
0,0,550.0,30,1,0
72,1,10000.0,30,1,0
24,0,4000.0,23,9,0
20,0,1330.0,18,1,0
0,0,10000.0,30,0,0
0,0,5000.0,3,70,0
2,0,750.0,31,0,0
181,0,10000.0,30,3,0
2,0,55000.0,30,1,0
3,0,75000.0,30,1,0
4,0,38.0,30,0,0
0,0,9000.0,30,1,0
11,0,15000.0,30,0,0
18,1,500.0,29,2,0
0,0,100.0,30,1,0
1,0,56250.0,30,0,0
0,0,500.0,30,1,0
0,0,10000.0,30,1,0
125,1,12000.0,30,17,0
1,0,550.0,30,0,0
2,1,15.0,30,0,0
2,0,3325.0,30,0,0
1,0,5000.0,30,1,0
5,0,6850.0,30,25,0
1,0,375.0,30,0,0
85,0,10000.0,60,5,0
0,0,10000.0,28,3,0
1,0,500.0,30,1,0
1,0,1000.0,10,4,0
6,0,1000.0,30,0,0
38,1,2000.0,30,1,0
0,0,15000.0,30,0,0
8,0,5000.0,30,85,0
75,0,3325.0,34,33,0
0,0,60000.0,30,0,0
2,0,250000.0,60,74,0
0,0,4500.0,30,3,0
20,1,500.0,30,11,0
1,0,6500.0,30,1,0
84,0,10000.0,18,3,0
160,0,12000.0,29,11,0
54,0,266000.0,31,36,0
243,1,30000.0,31,14,0
0,0,6300.0,31,10,0
4,0,20000.0,30,7,0
0,0,800.0,30,3,0
0,0,200.0,29,1,0
73,1,3750.0,30,37,0
1,0,50000.0,60,19,0
2,0,10.0,30,2,0
5,0,100000.0,30,2,0
169,1,750.0,30,3,0
1,0,10.0,30,1,0
2,0,1900.0,30,3,0
6,1,550.0,30,7,0
2,1,12.0,30,2,0
1,0,29749.999999999996,30,2,0
0,0,50000.0,30,2,0
3,0,3000.0,60,5,0
0,0,50.0,30,1,0
4,0,1000.0,36,4,0
155,1,4000.0,17,0,0
366,1,20000.0,56,81,0
9,0,10000.0,36,2,0
1,0,15000.0,30,1,0
8,1,60.0,30,3,0
26,0,9000.0,34,10,0
1,0,2660.0,30,0,0
156,1,4000.0,30,5,0
7,0,60800.0,30,55,0
9,1,100.0,30,2,0
1088,1,60000.0,32,39,0
193,1,5000.0,29,19,0
0,0,26.6,30,1,0
0,0,1000.0,30,2,0
117,1,3500.0,30,41,0
0,0,6375.0,30,1,0
1,0,350.0,30,2,0
8,0,800.0,30,2,0
1,0,25000.0,30,2,0
0,0,10000.0,31,0,0
1,0,3800.0,15,1,0
14,0,10000.0,28,31,0
3,0,2000.0,29,3,0
6,0,2500.0,9,3,0
1,0,100.0,30,1,0
0,0,3800.0,30,19,0
6,0,30000.0,40,26,0
0,0,20.0,30,1,0
1,0,190.0,30,1,0
19,0,367000.0,45,52,0
4,1,25.0,30,0,0
1,0,50000.0,30,1,0
2,0,25000.0,30,0,0
76,0,30000.0,33,7,0
55,0,2800.0,29,6,0
8,0,4350.0,31,37,0
1,0,900.0,25,14,0
621,1,93200.0,47,50,0
57,1,3200.0,31,2,0
33,1,1000.0,24,5,0
121,1,12000.0,32,11,0
444,1,15000.0,12,33,0
135,1,1000.0,29,15,0
0,0,50.0,30,0,0
0,0,152.0,30,0,0
1,0,2500.0,30,2,0
17,0,300000.0,60,50,0
0,0,25000.0,30,1,0
43,1,3000.0,15,4,0
75,1,5000.0,33,33,0
370,1,20000.0,40,25,0
7058,1,10000.0,19,10,0
7,0,40000.0,30,38,0
0,0,7500.0,30,6,0
62,1,4399.0,30,13,0
0,0,5000.0,30,23,0
7,0,5500.0,30,5,0
548,1,1000.0,30,25,0
8,0,12250.0,36,46,0
0,0,608.0,8,0,0
2,0,3325.0,30,1,0
0,0,5000.0,30,2,0
0,0,25000.0,31,0,0
2,0,100.0,30,2,0
36,1,4800.0,18,10,0
10,1,275.0,11,3,0
0,0,100000.0,13,1,0
98,0,4000.0,9,12,0
62,0,3000.0,33,4,0
1589,1,38000.0,54,2,0
1,0,1000.0,30,4,0
0,0,665.0,30,2,0
0,0,1125.0,30,1,0
6,0,1000.0,30,1,0
63,0,16625.0,28,11,0
11,0,750.0,30,16,0
0,0,1000.0,8,17,0
0,0,1875.0,30,0,0
3,0,450.0,30,2,0
757,0,31668.0,8,2,0
123,1,19950.0,30,48,0
3,0,33750.0,30,37,0
20,1,90.0,30,1,0
35,0,665.0,30,21,0
2,0,26.6,33,1,0
1,0,2500.0,30,0,0
1,0,600.0,30,1,0
0,0,9.0,30,1,0
2,0,1000.0,30,4,0
0,0,500.0,30,2,0
0,0,75000.0,30,0,0
85,0,57000.0,40,75,0
0,0,50.0,30,2,0
4,0,450.0,30,2,0
1,0,3000.0,30,47,0
6,0,12637.5,40,12,0
23,0,24605.0,30,13,0
14,0,23200.0,30,78,0
2,0,100.0,30,0,0
0,0,1000.0,30,2,0
8,0,3000.0,30,2,0
0,0,80.0,30,1,0
0,0,12000.0,30,12,0
6,0,950.0,10,1,0
0,0,665.0,28,5,0
2,0,2000.0,30,1,0
34,0,62000.0,30,30,0
231,0,25000.0,30,22,0
2,0,10000.0,30,3,0
28,0,20000.0,30,1,0
0,0,3800.0,30,1,0
14,1,187.5,30,0,0
0,0,5000.0,30,0,0
0,0,1700.0,40,3,0
53,0,10125.0,32,20,0
0,0,45.0,30,2,0
13,0,7500.0,30,21,0
9,0,1995.0,15,9,0
0,0,6500.0,30,2,0
67,0,15000.0,30,23,0
0,0,50000.0,30,0,0
0,0,57999.99999999999,30,33,0
43,1,1000.0,30,83,0
4,1,10.0,30,2,0
1,0,100.0,30,1,0
0,0,15.2,30,1,0
3,0,1140.0,30,0,0
4,0,16000.0,30,11,0
2,1,10.0,30,1,0
0,0,1000.0,30,0,0
36,0,2500.0,30,33,0
0,0,20.0,30,0,0
2,0,5000.0,30,2,0
0,0,500.0,30,2,0
214,0,9000.0,30,48,0
16,0,22800.0,30,0,0
5,0,57000.0,60,26,0
3,0,750.0,45,2,0
5,0,2000.0,30,1,0
147,1,2500.0,30,24,0
0,0,2250.0,30,0,0
0,0,1500.0,30,2,0
0,0,3000.0,30,14,0
79,1,4000.0,39,18,0
0,0,13300.0,30,0,0
60,1,4000.0,26,12,0
1503,1,4655.0,30,1,0
1,0,150000.0,30,0,0
12,1,7.0,30,1,0
0,0,100000.0,30,0,0
0,0,10000.0,30,10,0
0,0,1000.0,30,0,0
11,1,266.0,54,31,0
0,0,5200.0,30,2,0
1,0,1000.0,30,0,0
0,0,1500.0,30,2,0
1,0,10000.0,30,2,0
0,0,380.0,30,2,0
96,1,5000.0,31,10,0
1,0,1.0,30,1,0
38,1,850.0,30,41,0
172,1,6500.0,31,21,0
4,0,1900.0,30,17,0
0,0,3500.0,60,20,0
0,0,25.0,30,2,0
0,0,500.0,30,0,0
77,0,15000.0,44,14,0
82,1,6000.0,30,62,0
11,0,665.0,60,16,0
2,1,6.65,30,0,0
2,0,40000.0,30,3,0
1,0,10000.0,29,2,0
3,0,2500.0,25,3,0
1,0,38.0,25,2,0
167,1,3000.0,30,11,0
8,0,600.0,60,0,0
7,0,1140.0,30,0,0
41,1,1500.0,22,0,0
0,0,17000.0,30,0,0
0,0,7600.0,30,0,0
0,0,75000.0,32,2,0
65,1,3200.0,30,0,0
0,0,250000.0,60,67,0
11,0,500.0,30,0,0
0,0,150.0,30,1,0
8,1,20.0,31,1,0
0,0,3500.0,30,1,0
0,0,3990.0,30,4,0
1,0,3500.0,30,0,0
0,0,500.0,30,2,0
1,0,3000.0,30,3,0
5,0,900.0,25,0,0
14,1,500.0,30,1,0
0,0,500.0,30,2,0
0,0,760.0,30,0,0
1,0,760.0,30,0,0
0,0,1500.0,30,2,0
0,0,7600.0,30,1,0
1,0,1000.0,29,1,0
0,0,25.0,30,2,0
33,0,25000.0,30,10,0
15,0,1500.0,31,2,0
2,0,1392.0,31,1,0
1,0,1500.0,30,0,0
10,0,5000.0,30,4,0
0,0,2500.0,30,11,0
4,0,70000.0,40,38,0
63,1,3900.0,25,12,0
240,0,30000.0,30,6,0
1,0,50.0,30,2,0
1,0,700000.0,30,16,0
60,0,7500.0,30,77,0
1,0,13300.0,28,4,0
19,0,3500.0,30,2,0
3,0,500.0,30,1,0
4,0,88888.0,30,40,0
10,0,17000.0,28,3,0
5,0,100000.0,26,8,0
5,0,15000.0,30,58,0
1,0,1000.0,30,5,0
9,0,20000.0,60,55,0
2,0,1000.0,30,0,0
21,0,25000.0,30,3,0
13,0,75000.0,30,2,0
3,0,50.0,30,2,0
2,0,950.0,30,3,0
8,0,15960.0,30,36,0
90,0,90000.0,45,9,0
84,0,5000.0,30,4,0
1,0,15000.0,30,0,0
58,0,4500.0,40,25,0
57,1,2500.0,12,1,0
2,0,500.0,30,3,0
1,0,5000.0,53,9,0
9,1,100.0,30,17,0
4,0,375.0,30,0,0
8,0,25000.0,30,2,0
1,0,1875.0,10,2,0
0,0,5000.0,30,0,0
7,0,3000.0,30,3,0
8,0,1200.0,28,21,0
1,0,50000.0,30,1,0
1,0,2000.0,27,3,0
1,0,2500.0,30,18,0
1,0,400.0,30,11,0
125,0,7600.0,32,71,0
3,0,49068.0,30,1,0
2,0,3500.0,30,2,0
70,0,10000.0,31,9,0
28,0,10000.0,32,6,0
19,1,380.0,19,15,0
56,1,1000.0,21,46,0
1,0,1000.0,30,2,0
1,0,4000.0,30,2,0
0,0,1250.0,22,7,0
13,0,5000.0,25,13,0
2,0,25.0,30,0,0
7,0,2500.0,30,1,0
5,0,880.0,30,29,0
0,0,5000.0,60,1,0
717,1,45000.0,30,70,0
0,0,9500.0,30,16,0
20,0,1870.0,30,3,0
3,0,10000.0,27,33,0
6,0,1125.0,32,6,0
1,0,2000.0,23,1,0
0,0,665.0,11,1,0
1,0,1330.0,10,0,0
1,0,133.0,35,1,0
13,0,665.0,23,2,0
0,0,75000.0,30,2,0
1,0,4537.0,30,3,0
1,0,53200.0,30,0,0
3,0,13.3,30,0,0
0,0,6000.0,30,2,0
36,0,1000.0,30,2,0
1,0,250.0,32,1,0
16,1,500.0,30,2,0
0,0,50.0,12,18,0
0,0,15000.0,30,2,0
1,0,19950.0,30,63,0
82,1,500.0,30,4,0
17,0,1995.0,35,0,0
10,1,133.0,30,3,0
6,0,995.0,15,19,0
1,0,1000.0,30,0,0
4,0,100.0,30,2,0
1,0,55000.0,30,2,0
4,0,2400.0,30,3,0
6,0,582.0,30,5,0
3,0,1500.0,30,2,0
3,0,4000.0,30,2,0
2,0,250.0,46,0,0
450,1,4000.0,30,95,0
20,0,1000.0,30,53,0
0,0,76.0,30,1,0
2,0,500.0,30,2,0
11,0,10000.0,30,1,0
1,0,250000.0,30,3,0
1,0,10.0,30,1,0
0,0,665.0,30,1,0
2,0,150.0,30,3,0
2,0,3000.0,30,3,0
0,0,3000.0,29,3,0
52,0,5000.0,30,50,0
8,0,2660.0,32,1,0
3,0,20000.0,40,7,0
2,0,10000.0,30,3,0
1,0,665.0,20,0,0
99,0,50000.0,34,36,0
0,0,380.0,30,0,0
9,0,500.0,33,4,0
1,0,685.0,10,10,0
1,0,5320.0,15,0,0
0,0,10000.0,30,3,0
219,1,5000.0,30,11,0
4,0,1500.0,30,3,0
0,0,20000.0,30,1,0
1,0,8000.0,30,2,0
21,0,5360.0,52,28,0
13,0,3990.0,30,5,0
0,0,20.0,30,1,0
1,1,1.0,30,3,0
3,0,5000.0,30,2,0
0,0,500.0,30,3,0
0,0,5000.0,30,2,0
0,0,22500.0,21,0,0
2,0,40.0,30,3,0
1,0,1995.0,30,1,0
2,0,5800.0,60,5,0
2,0,5000.0,30,0,0
7,0,25000.0,30,0,0
6,0,2280.0,30,0,0
1,0,100.0,30,2,0
1,0,5500.0,30,1,0
0,0,50000.0,30,2,0
1,0,200.0,30,2,0
0,0,400.0,30,3,0
0,0,10000.0,30,2,0
3,0,798.0,17,1,0
0,0,5000.0,30,1,0
0,0,8000.0,30,3,0
7,1,50.0,30,2,0
0,0,200.0,30,1,0
1,0,1000.0,30,3,0
0,0,7000.0,30,3,0
2,0,1000.0,30,4,0
0,0,1800.0,30,7,0
71,0,10750.0,30,13,0
14,0,1000.0,40,21,0
5,0,70000.0,30,45,0
0,0,20.0,30,1,0
2,0,550.0,30,2,0
89,0,20000.0,30,22,0
1,0,25000.0,30,3,0
0,0,8000.0,30,1,0
176,0,12350.0,30,28,0
9,0,5000.0,30,2,0
1,0,25000.0,30,28,0
1,0,5000.0,30,3,0
0,0,5000.0,30,2,0
3,0,5000.0,30,1,0
0,0,6000.0,30,3,0
0,0,2500.0,30,0,0
1,0,12500.0,30,1,0
0,0,3168.0,30,3,0
15,0,300.0,11,1,0
1,0,5280.0,30,31,0
0,0,20000.0,30,71,0
1,0,20000.0,30,0,0
1,0,800.0,30,3,0
1,0,250000.0,30,1,0
0,0,11400.0,30,1,0
1,0,133.0,30,1,0
0,0,3500.0,30,2,0
1,0,2000.0,30,2,0
1,0,799.0,16,42,0
1,0,4500.0,30,1,0
0,0,20.0,30,2,0
2,0,2000.0,30,1,0
3,0,200.0,30,3,0
64,0,3800.0,30,22,0
65,0,4500.0,30,30,0
0,0,365.0,30,3,0
2,0,5000.0,30,1,0
0,0,380.0,30,1,0
0,0,5000.0,30,3,0
0,0,6000.0,30,2,0
3,0,25.0,30,0,0
1,0,1000.0,30,3,0
0,0,1000.0,30,1,0
1,0,1000.0,30,2,0
1,0,20.0,30,1,0
0,0,10000.0,30,6,0
0,0,50000.0,30,3,0
1,0,7000.0,30,4,0
6,0,3000.0,30,2,0
0,0,5000.0,30,2,0
0,0,100.0,30,0,0
0,0,319.20000000000005,30,0,0
0,0,319.20000000000005,30,1,0
0,0,319.20000000000005,30,1,0
0,0,319.20000000000005,30,1,0
0,0,3000.0,30,4,0
0,0,319.20000000000005,30,1,0
0,0,319.20000000000005,30,0,0
0,0,319.20000000000005,30,0,0
0,0,319.20000000000005,30,0,0
0,0,319.20000000000005,30,0,0
0,0,5000.0,30,3,0
0,0,319.20000000000005,30,2,0
0,0,25000.0,30,54,0
1,0,55000.0,60,8,0
11,0,10000.0,60,0,0
1,0,5000.0,30,2,0
85,1,1000.0,30,2,0
0,0,500.0,30,1,0
1,0,300.0,25,5,0
1,0,9000.0,30,3,0
0,0,6650.0,30,1,0
1,0,500.0,30,3,0
0,0,13300.0,20,2,0
192,1,6438.0,30,40,0
1,0,5000.0,30,1,0
0,0,10.0,30,0,0
14,0,13300.0,30,3,0
0,0,250000.0,30,0,0
2,0,2000.0,30,0,0
1,0,665.0,33,2,0
3,0,2900.0,30,4,0
0,0,70.0,30,4,0
1,0,5000.0,30,0,0
3,0,4000.0,30,2,0
0,0,5088.0,30,8,0
0,0,3800.0,30,2,0
2,0,50000.0,30,18,0
5,0,2660.0,30,3,0
0,0,30000.0,30,1,0
0,0,646.0,30,0,0
488,1,2660.0,32,15,0
4,0,2394.0,28,10,0
0,0,25000.0,30,46,0
0,0,7000.0,30,3,0
0,0,100.0,30,1,0
1,0,50.0,30,1,0
16,0,9000.0,30,44,0
40,1,3000.0,30,2,0
7,0,7700.0,30,2,0
0,0,10000.0,29,1,0
13,1,500.0,30,1,0
0,0,2000.0,25,4,0
77,0,25000.0,30,4,0
14,1,600.0,30,0,0
4,0,100.0,30,2,0
0,0,15000.0,30,2,0
44,0,2000.0,30,13,0
0,0,350.0,30,0,0
15,0,500.0,30,2,0
7,0,8000.0,30,26,0
3,0,3500.0,30,0,0
0,0,20000.0,30,15,0
31,1,1000.0,30,5,0
0,0,6000.0,30,3,0
0,0,5000.0,30,5,0
0,0,380.0,30,0,0
1,0,8740.0,30,2,0
1,0,30000.0,30,10,0
24,0,3000.0,30,3,0
0,0,50000.0,30,3,0
0,0,4500.0,30,1,0
3,0,300.0,30,1,0
16,0,1995.0,35,14,0
7,0,1330.0,30,0,0
1,0,500000.0,30,0,0
94,1,15000.0,45,10,0
5,0,4500.0,45,2,0
4,0,500.0,30,1,0
1,0,500.0,30,3,0
0,0,1000.0,30,0,0
0,0,1500000.0,30,3,0
0,0,5000.0,29,1,0
3,0,15000.0,30,2,0
0,0,10000.0,30,2,0
2,0,50.0,30,0,0
1,0,3750.0,30,2,0
22,0,23000.0,30,0,0
0,0,99750.0,30,0,0
7,0,2500.0,45,0,0
4,0,5000.0,30,1,0
0,0,4000.0,30,2,0
0,0,1200.0,24,7,0
175,1,2660.0,35,24,0
897,1,13300.0,31,42,0
16,0,10000.0,32,10,0
0,0,2500.0,30,20,0
16,0,15000.0,26,36,0
285,1,4200.0,30,30,0
15,1,332.5,20,3,0
1,0,500.0,30,3,0
605,1,3000.0,45,66,0
5,0,40000.0,30,0,0
25,0,25000.0,60,5,0
0,0,5000.0,30,3,0
6262,1,15960.0,30,3,0
7,0,250.0,30,2,0
2,0,6080.0,30,1,0
16,0,500.0,30,2,0
1,0,1500.0,30,1,0
2,0,5000.0,30,5,0
60,1,1995.0,30,4,0
343,1,35000.0,46,25,0
